Order ID,Customer ID,Product ID,Date_Key,Date,Shipping Time,Shipping Mode,Quantity,Revenue,Discount ,Profit
OD1850,C162,P1611,20200408,4/8/2020,4,Standard,1,456,35.00%,296
OD1851,C536,P1612,20190917,9/17/2019,8,Standard,2,516,35.00%,335
OD1852,C444,P1613,20190314,3/14/2019,3,Standard,2,355,35.00%,230
OD1853,C847,P1614,20180930,9/30/2018,1,Prime,4,465,55.00%,209
OD1854,C30,P1615,20190224,2/24/2019,5,Standard,3,965,55.00%,434
OD1855,C344,P1616,20211102,11/2/2021,3,Standard,2,1158,55.00%,521
OD1856,C458,P1617,20211128,11/28/2021,5,Standard,1,264,55.00%,118
OD1857,C241,P1618,20201215,12/15/2020,2,Standard,3,433,50.00%,216
OD1858,C148,P1619,20210301,3/1/2021,5,Standard,4,562,50.00%,281
OD1859,C299,P1620,20211215,12/15/2021,1,Prime,2,423,50.00%,211
OD1860,C663,P1621,20180107,1/7/2018,1,Prime,4,621,50.00%,310
OD1861,C404,P1622,20200331,3/31/2020,8,Standard,3,333,50.00%,166
OD1862,C38,P1623,20190130,1/30/2019,6,Standard,3,236,30.00%,165
OD1863,C509,P1623,20181212,12/12/2018,2,Standard,3,456,32.00%,310
OD1864,C272,P1623,20190413,4/13/2019,0,Same Day,1,963,25.00%,722
OD1865,C587,P1623,20180713,7/13/2018,7,Standard,3,234,45.00%,128
OD1866,C708,P1623,20191112,11/12/2019,5,Standard,3,456,15.00%,387
OD1867,C552,P1624,20200622,6/22/2020,6,Standard,2,564,33.00%,377
OD1868,C35,P1625,20180801,8/1/2018,8,Standard,1,634,42.00%,367
OD1869,C957,P1626,20181108,11/8/2018,4,Standard,1,236,42.00%,136
OD1870,C688,P1627,20180315,3/15/2018,0,Same Day,4,444,39.00%,270
OD1871,C960,P1628,20211223,12/23/2021,9,Standard,3,456,39.00%,278
OD1872,C172,P1629,20180605,6/5/2018,6,Standard,2,963,39.00%,587
OD1873,C755,P1630,20181023,10/23/2018,4,Standard,4,456,39.00%,278
OD1874,C431,P1631,20190904,9/4/2019,2,Standard,3,1189,30.00%,832
OD1875,C737,P1632,20200625,6/25/2020,8,Standard,1,1298,30.00%,908
OD1876,C808,P1633,20190319,3/19/2019,0,Same Day,3,1456,30.00%,1019
OD1877,C139,P1634,20180514,5/14/2018,0,Same Day,3,1478,25.00%,1108
OD1878,C342,P1635,20190509,5/9/2019,0,Same Day,2,256,25.00%,192
OD1879,C513,P1636,20180321,3/21/2018,2,Standard,2,2698,30.00%,1888
OD1880,C925,P1637,20200620,6/20/2020,5,Standard,2,2364,30.00%,1654
OD1881,C170,P1638,20210909,9/9/2021,9,Standard,4,1236,30.00%,865
OD1882,C754,P1639,20180515,5/15/2018,2,Standard,2,756,40.00%,453
OD1883,C578,P1640,20210912,9/12/2021,7,Standard,4,326,40.00%,195
OD1884,C119,P1641,20200830,8/30/2020,9,Standard,3,453,40.00%,271
OD1885,C721,P1642,20200623,6/23/2020,1,Prime,4,326,40.00%,195
OD1886,C519,P1643,20210202,2/2/2021,8,Standard,4,456,40.00%,273
OD1887,C624,P1644,20211025,10/25/2021,2,Standard,2,675,40.00%,405
OD1888,C130,P1645,20210326,3/26/2021,4,Standard,2,654,45.00%,359
OD1889,C205,P1646,20190305,3/5/2019,9,Standard,1,654,45.00%,359
OD1890,C569,P1647,20210205,2/5/2021,7,Standard,4,654,45.00%,359
OD1891,C449,P1648,20180710,7/10/2018,1,Prime,3,654,47.00%,346
OD1892,C141,P1649,20211214,12/14/2021,5,Standard,1,356,47.00%,188
OD1893,C679,P1650,20210314,3/14/2021,4,Standard,1,686,46.00%,370
OD1894,C429,P1651,20201202,12/2/2020,9,Standard,1,456,46.00%,246
OD1895,C415,P1652,20180614,6/14/2018,8,Standard,2,516,46.00%,278
OD1896,C286,P1653,20211203,12/3/2021,4,Standard,2,355,30.00%,248
OD1897,C117,P1654,20200822,8/22/2020,1,Prime,2,465,30.00%,325
OD1898,C228,P1655,20180225,2/25/2018,4,Standard,3,965,30.00%,675
OD1899,C379,P1656,20200714,7/14/2020,3,Standard,4,1158,30.00%,810
OD1900,C473,P1657,20191109,11/9/2019,6,Standard,1,264,30.00%,184
OD1901,C553,P1657,20210730,7/30/2021,5,Standard,2,433,35.00%,281
OD1902,C36,P1657,20200418,4/18/2020,1,Prime,4,562,35.00%,365
OD1903,C73,P1657,20211027,10/27/2021,4,Standard,1,423,35.00%,274
OD1904,C796,P1657,20200423,4/23/2020,6,Standard,4,621,35.00%,403
OD1905,C476,P1657,20191219,12/19/2019,6,Standard,1,333,35.00%,216
OD1906,C853,P1658,20200209,2/9/2020,4,Standard,4,236,35.00%,153
OD1907,C194,P1659,20191003,10/3/2019,8,Standard,2,456,40.00%,273
OD1908,C169,P1660,20200601,6/1/2020,3,Standard,4,963,40.00%,577
OD1909,C945,P1661,20200528,5/28/2020,2,Standard,4,234,15.00%,198
OD1910,C855,P1662,20191203,12/3/2019,3,Standard,1,456,15.00%,387
OD1911,C955,P1663,20210407,4/7/2021,4,Standard,4,564,15.00%,479
OD1912,C220,P1664,20190109,1/9/2019,5,Standard,3,634,55.00%,285
OD1913,C246,P1665,20200607,6/7/2020,2,Standard,1,236,55.00%,106
OD1914,C705,P1666,20211029,10/29/2021,1,Prime,4,444,55.00%,199
OD1915,C415,P1667,20180202,2/2/2018,3,Standard,3,456,50.00%,228
OD1916,C797,P1668,20180918,9/18/2018,4,Standard,1,963,50.00%,481
OD1917,C544,P1669,20190905,9/5/2019,3,Standard,2,456,50.00%,228
OD1918,C649,P1670,20180415,4/15/2018,2,Standard,1,1189,50.00%,594
OD1919,C249,P1671,20190126,1/26/2019,7,Standard,1,1298,50.00%,649
OD1920,C597,P1672,20190328,3/28/2019,9,Standard,4,1456,30.00%,1019
OD1921,C987,P1673,20201103,11/3/2020,3,Standard,3,1478,32.00%,1005
OD1922,C316,P1674,20180807,8/7/2018,1,Prime,1,256,25.00%,192
OD1923,C198,P1675,20191122,11/22/2019,1,Prime,1,2698,45.00%,1483
OD1924,C463,P1676,20190827,8/27/2019,0,Same Day,1,2364,15.00%,2009
OD1925,C472,P1677,20191013,10/13/2019,3,Standard,4,1236,33.00%,828
OD1926,C273,P1678,20200428,4/28/2020,9,Standard,1,756,42.00%,438
OD1927,C832,P1679,20200519,5/19/2020,8,Standard,3,326,42.00%,189
OD1928,C169,P1680,20210316,3/16/2021,6,Standard,4,453,39.00%,276
OD1929,C610,P1681,20200716,7/16/2020,9,Standard,2,326,39.00%,198
OD1930,C130,P1682,20190529,5/29/2019,6,Standard,2,456,39.00%,278
OD1931,C668,P1683,20180914,9/14/2018,6,Standard,4,456,39.00%,278
OD1932,C666,P1684,20200110,1/10/2020,7,Standard,3,456,30.00%,319
OD1933,C81,P1685,20200401,4/1/2020,0,Same Day,4,456,30.00%,319
OD1934,C184,P1686,20180614,6/14/2018,9,Standard,4,236,30.00%,165
OD1935,C617,P1687,20201112,11/12/2020,9,Standard,4,996,25.00%,747
OD1936,C647,P1688,20210118,1/18/2021,7,Standard,4,654,25.00%,490
OD1937,C90,P1689,20190324,3/24/2019,3,Standard,1,456,30.00%,319
OD1938,C772,P1690,20191019,10/19/2019,3,Standard,2,785,30.00%,549
OD1939,C576,P1691,20200701,7/1/2020,3,Standard,3,365,30.00%,255
OD1940,C617,P1692,20190901,9/1/2019,5,Standard,1,965,40.00%,579
OD1941,C169,P1693,20181002,10/2/2018,6,Standard,2,444,40.00%,266
OD1942,C438,P1694,20180608,6/8/2018,5,Standard,4,569,40.00%,341
OD1943,C50,P1695,20210802,8/2/2021,0,Same Day,2,475,40.00%,285
OD1944,C872,P1696,20200930,9/30/2020,7,Standard,2,598,40.00%,358
OD1945,C576,P1697,20190727,7/27/2019,9,Standard,1,536,40.00%,321
OD1946,C415,P1697,20210802,8/2/2021,6,Standard,1,256,45.00%,140
OD1947,C77,P1697,20191111,11/11/2019,5,Standard,3,456,45.00%,250
OD1948,C508,P1697,20180823,8/23/2018,5,Standard,4,456,45.00%,250
OD1949,C677,P1697,20190214,2/14/2019,4,Standard,4,745,47.00%,394
OD1950,C119,P1697,20200627,6/27/2020,5,Standard,4,356,47.00%,188
OD1951,C639,P1697,20210729,7/29/2021,8,Standard,2,1189,46.00%,642
OD1952,C630,P1698,20190220,2/20/2019,9,Standard,2,426,46.00%,230
OD1953,C420,P1699,20190408,4/8/2019,8,Standard,4,1126,46.00%,608
OD1954,C888,P1700,20190620,6/20/2019,9,Standard,3,1145,30.00%,801
OD1955,C59,P1701,20200922,9/22/2020,7,Standard,2,1235,30.00%,864
OD1956,C980,P1702,20190912,9/12/2019,9,Standard,3,1564,30.00%,1094
OD1957,C922,P1703,20190816,8/16/2019,8,Standard,2,654,30.00%,457
OD1958,C327,P1704,20200311,3/11/2020,9,Standard,1,854,30.00%,597
OD1959,C748,P1705,20180320,3/20/2018,7,Standard,1,475,35.00%,308
OD1960,C917,P1706,20180710,7/10/2018,7,Standard,4,475,35.00%,308
OD1961,C883,P1707,20210403,4/3/2021,0,Same Day,1,475,35.00%,308
OD1962,C623,P1708,20190904,9/4/2019,9,Standard,2,475,35.00%,308
OD1963,C933,P1709,20180710,7/10/2018,4,Standard,2,475,35.00%,308
OD1964,C314,P1710,20180202,2/2/2018,3,Standard,1,475,35.00%,308
OD1965,C258,P1711,20191111,11/11/2019,1,Prime,1,475,40.00%,285
OD1966,C478,P1712,20200304,3/4/2020,7,Standard,1,475,40.00%,285
OD1967,C490,P1713,20201130,11/30/2020,2,Standard,4,564,15.00%,479
OD1968,C890,P1714,20190501,5/1/2019,3,Standard,1,478,15.00%,406
OD1969,C860,P1715,20180720,7/20/2018,6,Standard,2,1264,15.00%,1074
OD1970,C487,P1716,20180602,6/2/2018,9,Standard,1,458,35.00%,297
OD1971,C480,P1717,20190224,2/24/2019,8,Standard,4,899,35.00%,584
OD1972,C138,P1718,20181102,11/2/2018,1,Prime,4,859,35.00%,558
OD1973,C407,P1719,20191220,12/20/2019,2,Standard,2,758,35.00%,492
OD1974,C609,P1720,20200825,8/25/2020,3,Standard,2,2354,55.00%,1059
OD1975,C559,P1721,20190228,2/28/2019,9,Standard,1,2344,55.00%,1054
OD1976,C404,P1722,20191005,10/5/2019,0,Same Day,2,2453,55.00%,1103
OD1977,C594,P1723,20180323,3/23/2018,6,Standard,3,2154,55.00%,969
OD1978,C622,P1724,20210311,3/11/2021,1,Prime,2,896,50.00%,448
OD1979,C652,P1725,20190901,9/1/2019,4,Standard,3,756,50.00%,378
OD1980,C873,P1726,20200922,9/22/2020,0,Same Day,3,236,50.00%,118
OD1981,C589,P1727,20211006,10/6/2021,2,Standard,2,475,50.00%,237
OD1982,C640,P1728,20201210,12/10/2020,1,Prime,3,589,50.00%,294
OD1983,C137,P1729,20181209,12/9/2018,0,Same Day,2,365,30.00%,255
OD1984,C444,P1730,20190613,6/13/2019,6,Standard,2,1233,32.00%,838
OD1985,C541,P1731,20180821,8/21/2018,4,Standard,4,1233,25.00%,924
OD1986,C207,P1732,20210401,4/1/2021,0,Same Day,3,1233,45.00%,678
OD1987,C325,P1733,20180616,6/16/2018,5,Standard,3,1233,15.00%,1048
OD1988,C964,P1734,20200304,3/4/2020,4,Standard,1,1233,33.00%,826
OD1989,C754,P1735,20211002,10/2/2021,2,Standard,2,1233,42.00%,715
OD1990,C168,P1736,20210919,9/19/2021,6,Standard,4,456,42.00%,264
OD1991,C752,P1736,20200929,9/29/2020,9,Standard,4,456,39.00%,278
OD1992,C820,P1736,20180716,7/16/2018,8,Standard,1,456,39.00%,278
OD1993,C151,P1736,20190902,9/2/2019,8,Standard,3,456,39.00%,278
OD1994,C942,P1737,20210505,5/5/2021,8,Standard,4,786,39.00%,479
OD1995,C658,P1738,20190831,8/31/2019,1,Prime,3,786,37.00%,495
OD1996,C399,P1739,20210626,6/26/2021,2,Standard,4,786,37.00%,495
OD1997,C857,P1740,20180815,8/15/2018,6,Standard,4,786,37.00%,495
OD1998,C429,P1741,20200622,6/22/2020,4,Standard,2,786,37.00%,495
OD1999,C609,P1742,20181005,10/5/2018,1,Prime,3,786,37.00%,495
OD2000,C900,P1743,20201013,10/13/2020,2,Standard,4,569,40.00%,341
OD2001,C831,P1744,20180127,1/27/2018,9,Standard,2,569,40.00%,341
OD2002,C312,P1745,20200102,1/2/2020,5,Standard,4,569,40.00%,341
OD2003,C718,P1746,20210327,3/27/2021,6,Standard,2,569,40.00%,341
OD2004,C391,P1747,20210325,3/25/2021,8,Standard,2,569,40.00%,341
OD2005,C597,P1748,20181216,12/16/2018,0,Same Day,3,569,34.00%,375
OD2006,C356,P1749,20201129,11/29/2020,6,Standard,2,569,34.00%,375
OD2007,C95,P1750,20200403,4/3/2020,7,Standard,4,569,34.00%,375
OD2008,C41,P1751,20190421,4/21/2019,2,Standard,1,456,34.00%,300
OD2009,C349,P1752,20200619,6/19/2020,3,Standard,4,759,34.00%,500
OD2010,C702,P1753,20190107,1/7/2019,9,Standard,4,478,38.00%,296
OD2011,C190,P1754,20190712,7/12/2019,5,Standard,2,566,38.00%,350
OD2012,C278,P1755,20180703,7/3/2018,9,Standard,4,369,38.00%,228
OD2013,C333,P1756,20180117,1/17/2018,6,Standard,2,456,38.00%,282
OD2014,C684,P1757,20180122,1/22/2018,3,Standard,3,1145,38.00%,709
OD2015,C412,P1758,20180126,1/26/2018,7,Standard,2,1174,21.00%,927
OD2016,C874,P1759,20190124,1/24/2019,4,Standard,3,1136,21.00%,897
OD2017,C394,P1760,20210226,2/26/2021,0,Same Day,1,1562,21.00%,1233
OD2018,C360,P1761,20200203,2/3/2020,3,Standard,4,465,21.00%,367
OD2019,C71,P1762,20191209,12/9/2019,2,Standard,3,456,21.00%,360
OD2020,C799,P1763,20200731,7/31/2020,8,Standard,1,789,22.00%,615
OD2021,C406,P1763,20211212,12/12/2021,7,Standard,2,1325,22.00%,1033
OD2022,C173,P1763,20200817,8/17/2020,0,Same Day,1,1236,22.00%,964
OD2023,C391,P1763,20210524,5/24/2021,5,Standard,3,456,22.00%,355
OD2024,C448,P1763,20180210,2/10/2018,8,Standard,4,789,22.00%,615
OD2025,C659,P1764,20200520,5/20/2020,6,Standard,1,456,22.00%,355
OD2026,C836,P1765,20181107,11/7/2018,3,Standard,1,2362,30.00%,1653
OD2027,C611,P1766,20191028,10/28/2019,0,Same Day,2,1265,30.00%,885
OD2028,C273,P1767,20190909,9/9/2019,1,Prime,2,789,30.00%,552
OD2029,C331,P1768,20210123,1/23/2021,4,Standard,4,1236,30.00%,865
OD2030,C72,P1769,20191210,12/10/2019,4,Standard,2,1145,30.00%,801
OD2031,C929,P1770,20200505,5/5/2020,7,Standard,3,1256,30.00%,879
OD2032,C743,P1771,20181018,10/18/2018,5,Standard,3,789,14.00%,678
OD2033,C334,P1772,20201001,10/1/2020,7,Standard,1,1236,14.00%,1062
OD2034,C729,P1773,20210820,8/20/2021,1,Prime,2,456,14.00%,392
OD2035,C539,P1774,20201113,11/13/2020,2,Standard,2,789,14.00%,678
OD2036,C490,P1775,20210222,2/22/2021,5,Standard,1,456,12.00%,401
OD2037,C51,P1776,20180224,2/24/2018,9,Standard,4,2362,12.00%,2078
OD2038,C310,P1777,20210516,5/16/2021,2,Standard,2,1265,12.00%,1113
OD2039,C515,P1778,20190318,3/18/2019,5,Standard,2,789,12.00%,694
OD2040,C61,P1779,20180422,4/22/2018,5,Standard,4,1236,12.00%,1087
OD2041,C818,P1780,20210314,3/14/2021,1,Prime,2,1145,12.00%,1007
OD2042,C197,P1781,20200806,8/6/2020,6,Standard,3,1256,34.00%,828
OD2043,C740,P1782,20180922,9/22/2018,1,Prime,3,789,34.00%,520
OD2044,C692,P1783,20200721,7/21/2020,5,Standard,4,789,34.00%,520
OD2045,C591,P1784,20180708,7/8/2018,0,Same Day,4,789,34.00%,520
OD2046,C489,P1785,20191206,12/6/2019,2,Standard,3,789,34.00%,520
OD2047,C105,P1786,20180527,5/27/2018,1,Prime,3,789,34.00%,520
OD2048,C622,P1787,20191216,12/16/2019,6,Standard,3,789,44.00%,441
OD2049,C260,P1788,20181225,12/25/2018,3,Standard,3,789,44.00%,441
OD2050,C09,P1789,20180512,5/12/2018,7,Standard,4,456,44.00%,255
OD2051,C177,P1790,20191121,11/21/2019,5,Standard,4,2354,44.00%,1318
OD2052,C796,P1791,20211224,12/24/2021,9,Standard,1,1456,44.00%,815
OD2053,C779,P1792,20211111,11/11/2021,3,Standard,4,1265,10.00%,1138
OD2054,C993,P1793,20180123,1/23/2018,4,Standard,3,1265,10.00%,1138
OD2055,C35,P1794,20180220,2/20/2018,8,Standard,2,1265,10.00%,1138
OD2056,C500,P1795,20210305,3/5/2021,6,Standard,3,1265,30.00%,885
OD2057,C87,P1796,20190617,6/17/2019,9,Standard,3,1265,30.00%,885
OD2058,C952,P1797,20200405,4/5/2020,8,Standard,4,965,30.00%,675
OD2059,C434,P1798,20200807,8/7/2020,6,Standard,1,1158,25.00%,868
OD2060,C920,P1799,20210504,5/4/2021,0,Same Day,2,264,25.00%,198
OD2061,C626,P1800,20190718,7/18/2019,7,Standard,2,433,30.00%,303
OD2062,C102,P1801,20200905,9/5/2020,3,Standard,1,562,30.00%,393
OD2063,C775,P1802,20200404,4/4/2020,2,Standard,3,423,30.00%,296
OD2064,C989,P1803,20190609,6/9/2019,6,Standard,4,621,40.00%,372
OD2065,C782,P1804,20211022,10/22/2021,2,Standard,3,333,40.00%,199
OD2066,C366,P1805,20200124,1/24/2020,7,Standard,2,236,40.00%,141
OD2067,C814,P1806,20180716,7/16/2018,5,Standard,2,456,40.00%,273
OD2068,C967,P1807,20200914,9/14/2020,4,Standard,3,963,40.00%,577
OD2069,C166,P1808,20210413,4/13/2021,3,Standard,2,234,40.00%,140
OD2070,C891,P1809,20200208,2/8/2020,7,Standard,4,456,45.00%,250
OD2071,C113,P1810,20191012,10/12/2019,7,Standard,2,564,45.00%,310
OD2072,C535,P1811,20200614,6/14/2020,0,Same Day,4,634,45.00%,348
OD2073,C268,P1812,20190605,6/5/2019,8,Standard,3,236,47.00%,125
OD2074,C291,P1813,20201216,12/16/2020,4,Standard,3,444,47.00%,235
OD2075,C878,P1814,20190313,3/13/2019,3,Standard,4,456,46.00%,246
OD2076,C396,P1815,20210202,2/2/2021,5,Standard,4,963,46.00%,520
OD2077,C160,P1816,20180401,4/1/2018,5,Standard,4,456,46.00%,246
OD2078,C499,P1817,20180807,8/7/2018,1,Prime,2,1189,30.00%,832
OD2079,C502,P1818,20201203,12/3/2020,7,Standard,3,1298,30.00%,908
OD2080,C949,P1819,20180116,1/16/2018,6,Standard,2,1456,30.00%,1019
OD2081,C752,P1820,20180524,5/24/2018,0,Same Day,2,1478,30.00%,1034
OD2082,C814,P1821,20201124,11/24/2020,4,Standard,4,256,30.00%,179
OD2083,C566,P1822,20181113,11/13/2018,5,Standard,2,2698,35.00%,1753
OD2084,C184,P1823,20180819,8/19/2018,3,Standard,1,2364,35.00%,1536
OD2085,C429,P1823,20200708,7/8/2020,1,Prime,1,1236,35.00%,803
OD2086,C274,P1823,20181124,11/24/2018,3,Standard,1,756,35.00%,491
OD2087,C713,P1823,20211005,10/5/2021,0,Same Day,1,326,35.00%,211
OD2088,C648,P1823,20190212,2/12/2019,6,Standard,1,453,35.00%,294
OD2089,C537,P1824,20190509,5/9/2019,1,Prime,4,326,40.00%,195
OD2090,C967,P1825,20210315,3/15/2021,1,Prime,2,456,40.00%,273
OD2091,C75,P1826,20190417,4/17/2019,8,Standard,2,675,15.00%,573
OD2092,C290,P1827,20210516,5/16/2021,4,Standard,1,654,15.00%,555
OD2093,C642,P1828,20200715,7/15/2020,1,Prime,2,654,15.00%,555
OD2094,C649,P1829,20190915,9/15/2019,8,Standard,1,654,35.00%,425
OD2095,C437,P1830,20181202,12/2/2018,8,Standard,2,654,35.00%,425
OD2096,C48,P1831,20210807,8/7/2021,0,Same Day,4,356,35.00%,231
OD2097,C643,P1832,20181118,11/18/2018,2,Standard,3,686,35.00%,445
OD2098,C915,P1833,20210714,7/14/2021,3,Standard,1,456,55.00%,205
OD2099,C862,P1834,20180228,2/28/2018,6,Standard,4,516,55.00%,232
OD2100,C275,P1835,20201009,10/9/2020,9,Standard,4,355,55.00%,159
OD2101,C85,P1836,20190914,9/14/2019,3,Standard,1,465,55.00%,209
OD2102,C865,P1837,20200310,3/10/2020,1,Prime,1,965,50.00%,482
OD2103,C698,P1838,20180505,5/5/2018,6,Standard,4,1158,50.00%,579
OD2104,C120,P1839,20190528,5/28/2019,5,Standard,1,264,50.00%,132
OD2105,C202,P1840,20191019,10/19/2019,2,Standard,1,433,50.00%,216
OD2106,C46,P1841,20210908,9/8/2021,5,Standard,3,562,50.00%,281
OD2107,C850,P1842,20200217,2/17/2020,5,Standard,3,423,30.00%,296
OD2108,C885,P1843,20200518,5/18/2020,4,Standard,1,621,32.00%,422
OD2109,C799,P1844,20180917,9/17/2018,3,Standard,4,333,25.00%,249
OD2110,C95,P1845,20210515,5/15/2021,9,Standard,2,236,45.00%,129
OD2111,C156,P1846,20200508,5/8/2020,0,Same Day,1,456,15.00%,387
OD2112,C638,P1847,20190819,8/19/2019,9,Standard,1,963,33.00%,645
OD2113,C993,P1848,20200814,8/14/2020,5,Standard,2,234,42.00%,135
OD2114,C125,P1849,20200708,7/8/2020,1,Prime,2,456,42.00%,264
OD2115,C759,P1850,20210309,3/9/2021,2,Standard,2,564,39.00%,344
OD2116,C623,P1851,20190831,8/31/2019,7,Standard,3,634,39.00%,386
OD2117,C208,P1852,20191114,11/14/2019,9,Standard,3,236,39.00%,143
OD2118,C153,P1853,20200326,3/26/2020,5,Standard,3,444,39.00%,270
OD2119,C703,P1854,20190915,9/15/2019,2,Standard,4,456,30.00%,319
OD2120,C873,P1855,20200208,2/8/2020,6,Standard,1,963,30.00%,674
OD2121,C993,P1856,20180209,2/9/2018,3,Standard,3,456,30.00%,319
OD2122,C448,P1857,20180816,8/16/2018,8,Standard,4,1189,25.00%,891
OD2123,C632,P1858,20200906,9/6/2020,4,Standard,4,1298,25.00%,973
OD2124,C78,P1859,20200417,4/17/2020,2,Standard,2,1456,30.00%,1019
OD2125,C622,P1860,20211105,11/5/2021,1,Prime,2,1478,30.00%,1034
OD2126,C305,P1861,20210528,5/28/2021,1,Prime,3,256,30.00%,179
OD2127,C412,P1862,20200202,2/2/2020,2,Standard,1,2698,40.00%,1618
OD2128,C36,P1863,20200818,8/18/2020,1,Prime,1,2364,40.00%,1418
OD2129,C673,P1864,20190728,7/28/2019,3,Standard,1,1236,40.00%,741
OD2130,C205,P1864,20211007,10/7/2021,1,Prime,4,756,40.00%,453
OD2131,C749,P1864,20180430,4/30/2018,9,Standard,4,326,40.00%,195
OD2132,C931,P1864,20180403,4/3/2018,8,Standard,4,453,40.00%,271
OD2133,C434,P1864,20200315,3/15/2020,1,Prime,4,326,45.00%,179
OD2134,C123,P1864,20190721,7/21/2019,8,Standard,1,456,45.00%,250
OD2135,C763,P1864,20210314,3/14/2021,5,Standard,1,456,45.00%,250
OD2136,C388,P1865,20180407,4/7/2018,0,Same Day,2,456,47.00%,241
OD2137,C495,P1866,20180724,7/24/2018,3,Standard,1,456,47.00%,241
OD2138,C977,P1867,20200817,8/17/2020,0,Same Day,4,236,46.00%,127
OD2139,C136,P1868,20200127,1/27/2020,5,Standard,4,996,46.00%,537
OD2140,C977,P1869,20190302,3/2/2019,3,Standard,3,654,46.00%,353
OD2141,C588,P1870,20200417,4/17/2020,2,Standard,1,456,30.00%,319
OD2142,C231,P1871,20200919,9/19/2020,2,Standard,1,785,30.00%,549
OD2143,C451,P1872,20200106,1/6/2020,8,Standard,2,365,30.00%,255
OD2144,C194,P1873,20210323,3/23/2021,5,Standard,2,965,30.00%,675
OD2145,C481,P1874,20210703,7/3/2021,8,Standard,4,444,30.00%,310
OD2146,C524,P1875,20190706,7/6/2019,4,Standard,3,569,35.00%,369
OD2147,C681,P1876,20180113,1/13/2018,1,Prime,1,475,35.00%,308
OD2148,C62,P1877,20210914,9/14/2021,7,Standard,1,598,35.00%,388
OD2149,C122,P1878,20200224,2/24/2020,4,Standard,3,536,35.00%,348
OD2150,C880,P1879,20190319,3/19/2019,1,Prime,1,256,35.00%,166
OD2151,C985,P1880,20211120,11/20/2021,3,Standard,2,456,35.00%,296
OD2152,C590,P1881,20180414,4/14/2018,8,Standard,3,456,40.00%,273
OD2153,C950,P1882,20190228,2/28/2019,3,Standard,1,745,40.00%,447
OD2154,C924,P1883,20180814,8/14/2018,3,Standard,2,356,15.00%,302
OD2155,C928,P1884,20190211,2/11/2019,1,Prime,2,1189,15.00%,1010
OD2156,C681,P1885,20210622,6/22/2021,5,Standard,4,426,15.00%,362
OD2157,C731,P1886,20180502,5/2/2018,1,Prime,1,1126,12.00%,990
OD2158,C704,P1887,20210810,8/10/2021,6,Standard,3,1145,12.00%,1007
OD2159,C772,P1888,20210929,9/29/2021,2,Standard,2,1235,12.00%,1086
OD2160,C248,P1889,20201115,11/15/2020,2,Standard,2,1564,34.00%,1032
OD2161,C642,P1890,20200305,3/5/2020,4,Standard,4,654,34.00%,431
OD2162,C523,P1891,20190316,3/16/2019,2,Standard,3,854,34.00%,563
OD2163,C603,P1892,20181224,12/24/2018,1,Prime,4,475,34.00%,313
OD2164,C355,P1892,20210502,5/2/2021,9,Standard,2,349,34.00%,230
OD2165,C335,P1892,20190528,5/28/2019,8,Standard,1,350,34.00%,231
OD2166,C782,P1892,20201015,10/15/2020,1,Prime,3,351,44.00%,196
OD2167,C163,P1892,20210930,9/30/2021,1,Prime,1,352,44.00%,197
OD2168,C385,P1892,20210111,1/11/2021,7,Standard,1,353,44.00%,197
OD2169,C358,P1893,20211230,12/30/2021,8,Standard,4,354,44.00%,198
OD2170,C773,P1894,20180723,7/23/2018,6,Standard,2,355,44.00%,198
OD2171,C950,P1895,20191107,11/7/2019,2,Standard,1,356,10.00%,320
OD2172,C546,P1896,20201227,12/27/2020,8,Standard,3,999,10.00%,899
OD2173,C39,P1897,20210318,3/18/2021,2,Standard,4,555,10.00%,499
OD2174,C604,P1898,20200218,2/18/2020,4,Standard,3,555,30.00%,388
OD2175,C726,P1899,20210429,4/29/2021,8,Standard,1,555,30.00%,388
OD2176,C775,P1900,20190705,7/5/2019,2,Standard,3,555,30.00%,388
OD2177,C423,P1901,20180929,9/29/2018,6,Standard,4,1025,25.00%,768
OD2178,C335,P1902,20201226,12/26/2020,0,Same Day,4,1025,25.00%,768
OD2179,C56,P1903,20190629,6/29/2019,3,Standard,2,1025,30.00%,717
OD2180,C127,P1904,20211205,12/5/2021,3,Standard,3,555,30.00%,388
OD2181,C542,P1905,20181017,10/17/2018,6,Standard,4,599,30.00%,419
OD2182,C350,P1906,20210112,1/12/2021,7,Standard,4,555,40.00%,333
OD2183,C290,P1907,20210428,4/28/2021,0,Same Day,2,555,40.00%,333
OD2184,C609,P1908,20200229,2/29/2020,4,Standard,4,565,40.00%,339
OD2185,C113,P1909,20201220,12/20/2020,6,Standard,1,555,40.00%,333
OD2186,C463,P1910,20210710,7/10/2021,3,Standard,3,999,40.00%,599
OD2187,C196,P1911,20211007,10/7/2021,3,Standard,2,999,40.00%,599
OD2188,C861,P1912,20210428,4/28/2021,3,Standard,1,999,45.00%,549
OD2189,C312,P1913,20201210,12/10/2020,5,Standard,1,999,45.00%,549
OD2190,C90,P1914,20200202,2/2/2020,6,Standard,3,1119,45.00%,615
OD2191,C463,P1915,20190617,6/17/2019,1,Prime,2,1119,47.00%,593
OD2192,C399,P1916,20180619,6/19/2018,4,Standard,4,1119,47.00%,593
OD2193,C582,P1917,20200524,5/24/2020,3,Standard,2,1119,46.00%,604
